name,address,addressObj/country,addressObj/postalcode,addressObj/state,cuisine,description,DietaryRestrictions,Dishes,Features,latitude,longitude,localAddress,MealType,numberOfReviews,phone,rankingDenominator,rankingPosition,rating,rawRanking
Zen,"23 Old Airport Road The Leela Palace, Bengaluru 560008 India",India,560008,Karnataka,Chinese Japanese Sushi Asian Thai Cantonese Szechuan Shanghai Hong Kong,,Vegetarian Friendly Vegan Options Halal Gluten Free Options,Noodle Dim Sum Dumplings Pad Thai Tempura Salad Chili Cod Salmon Prawns Fried rice Sashimi Fish           ,Takeout Reservations Outdoor Seating Buffet Seating Parking Available Validated Parking Valet Parking Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Table Service               ,12.96,77.65,"23 Old Airport Road, The Leela Palace, 560008",Lunch Dinner Brunch Late Night  ,316.0,+91 80 3057 1520,5993.0,56.0,4.5,4.54
1522 - The Pub,"3 Feet Road 4-C Block, Bengaluru 560034 India",India,560034,Karnataka,Indian Bar Pub      ,,Vegetarian Friendly Vegan Options  ,Paneer                       ,Reservations Seating Television Serves Alcohol Full Bar Table Service                       ,13.03,77.57,"3 Feet Road, 4-C Block, 560034",Dinner     ,56.0,+91 80 4965 2895,5993.0,274.0,4.0,3.34
Europa 360,"90-4 Marathahalli/Outer Ring Road at Radisson Blu, Munnekollalu Village, Bengaluru 560037 India",India,560037,Karnataka,Steakhouse        ,"This international restaurant focuses on grilled specialties, including prime New Zealand lamb chops, top-quality seafood, game and poultry. Savor the rich, smoky flavor as you sit beside the pool.",   ,Salad Lamb chops Lamb                     ,Reservations Seating Parking Available Wheelchair Accessible Serves Alcohol Full Bar Table Service                      ,12.95,77.7,"90-4 Marathahalli/Outer Ring Road, at Radisson Blu, Munnekollalu Village, 560037",Dinner     ,85.0,+91 80670 76909,5993.0,138.0,4.5,3.79
Herbs & Spices,"154 White Field Main Road Opp Vijaya Bank, Bengaluru 560066 India",India,560066,Karnataka,Indian Diner       ,,Vegetarian Friendly Vegan Options  ,Pasta Curry Beef Pesto Fish Paneer                  ,Delivery Reservations Outdoor Seating Seating Parking Available Validated Parking Wheelchair Accessible Serves Alcohol Table Service                    ,12.97,77.75,"154 White Field Main Road, Opp Vijaya Bank, 560066",Lunch Dinner Brunch Late Night  ,162.0,+91 80 2845 2803,5993.0,235.0,4.0,3.49
Sarjapur Social,"Sarjapur Main Rd Saket Callipolis, S.No 57/58/1/2 & Opposite Wipro, 22 Doddakannhalli, 3, Kaikondrahalli, Bengaluru 560035 India",India,560035,Karnataka,Indian Bar International Asian Pub    ,"Sarjapur SOCIAL is the favourite hangout spot of youth in Bengaluru. It transforms from an all-day café serving great food, coffee, and cocktails to a co-working space to a high energy bar when work hours end! Sarjapur SOCIAL is designed to take you offline while keeping you connected, striking the perfect balance between work x play. It serves up delicious #eats including chicken wings, loaded nachos, paired with some mouth-watering drinks. It is a representation of Sarjapur, from the pin code to the décor and works as a second home, workplace, and hangout, all wrapped up in one mind-blowing experience.",   ,                       ,Delivery Takeout Reservations Seating Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Free Wifi Table Service Family style                  ,12.91,77.69,"Sarjapur Main Rd, Saket Callipolis, S.No 57/58/1/2 & Opposite Wipro, 22 Doddakannhalli, 3, Kaikondrahalli, 560035",Breakfast Lunch Dinner   ,27.0,+91 91520 17988,5993.0,508.0,4.0,3.24
JW Kitchen,"24 Vittal Mallya Road, Bengaluru 560001 India",India,560001,Karnataka,Indian International Asian      ,"Enjoy all-day fine dining venue, JW Kitchen with our Internationally-inspired restaurant, offering delectable a la carte menu, delicious buffets, and an expansive Sunday brunch in the heart of Bangalore's energetic city center.",Vegetarian Friendly Vegan Options Gluten Free Options ,Juice & Smoothies Noodle Pasta Lasagne Salad Pancakes Waffles Curry Pesto Cakes Fish Paneer Roti           ,Reservations Outdoor Seating Seating Parking Available Validated Parking Valet Parking Highchairs Available Wheelchair Accessible Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Free Wifi Accepts Credit Cards Live Music Drive Thru           ,12.97,77.59,"24 Vittal Mallya Road, 560001",Breakfast Lunch Dinner Brunch Drinks ,574.0,+91 88844 94037,5993.0,55.0,4.5,4.55
Nagarjuna Restaurant,"1 Residency Road Meu Square, 174/1, Phase 4, JP Nagar, Dollar Layout, Bengaluru 560025 India",India,560025,Karnataka,Indian Asian       ,,Vegetarian Friendly Vegan Options  ,                       ,Takeout Reservations Seating Table Service                         ,12.92,77.6,"1 Residency Road, Meu Square, 174/1, Phase 4, JP Nagar, Dollar Layout, 560025",Lunch Dinner    ,44.0,+91 80 4280 0900,5993.0,463.0,4.0,3.26
Edo - Japanese Restaurant and Bar,"1 Residency Road ITC Gardenia, Bengaluru 560025 India",India,560025,Karnataka,Seafood Sushi Asian      ,"ITC's Japanese Flagship award winning restaurant EDO, brings to you a marvelous legacy of revelry, inspired by the ancient name of the city of Tokyo. Enjoy an exquisite spread of authentic Sushi, Sashimi, Tempura, Japanese grills, succulent Robatayaki, crisp Tempura and artful Bento meals, accompanied by fine Japanese sake, Wines and Whiskies, culminating in a grand finale of delectable Desserts. The name EDO, is inspired by the ancient name of the city of Tokyo and showcases the Izakaya style of dining. Izakayas are popular after­ hour’s destinations for gathering over drinks and great food. EDO also boasts of a Sake Cellar to add to the vibrant space.",Vegetarian Friendly Vegan Options Gluten Free Options ,Noodle Cheesecake Crab Tempura Udon & Soba (Wheat & Buckwheat Noodle) Ramen Bento (Lunch Box) Salad Tiramisu Cod Salmon Tuna Prawns Fish Soup Uramaki Lamb Udon Gyoza Fried rice Sashimi Fish Pork  ,Reservations Outdoor Seating Seating Parking Available Valet Parking Wheelchair Accessible Serves Alcohol Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Accepts Credit Cards Table Service Family style Gift Cards Available             ,12.97,77.6,"1 Residency Road, ITC Gardenia, 560025",Lunch Dinner Drinks   ,653.0,+91 80 2211 9898,5993.0,33.0,4.5,4.75
9th Mile Dhaba,"Ground Floor Bellary Road Allalasandra Main Road, Bengaluru 560065 India",India,560065,Karnataka,Indian        ,,Vegetarian Friendly Vegan Options  ,                       ,Reservations Seating Parking Available Validated Parking Wheelchair Accessible Serves Alcohol Table Service                      ,13.09,77.59,"Ground Floor Bellary Road Allalasandra Main Road, 560065",Lunch Dinner    ,66.0,+91 80 2856 0668,5993.0,258.0,4.0,3.45
1947,"47, 3rd Main, 15th Cross, Margosa Road, Malleshwaram Above Girias Showroom, Bengaluru 560003 India",India,560003,Karnataka,Indian Asian       ,,Vegetarian Friendly Vegan Options  ,Ice Cream Pasta Curry Pesto Paneer Roti                  ,Delivery Takeout Reservations Seating Table Service                        ,13.01,77.57,"47, 3rd Main, 15th Cross, Margosa Road, Malleshwaram, Above Girias Showroom, 560003",Lunch Dinner Late Night   ,137.0,+91 80 4131 4321,5993.0,415.0,3.5,3.28
Dum Pukht,"25 Windsor Square Golf Course Road ITC Windsor, Bengaluru 560052 India",India,560052,Karnataka,Indian        ,"Dum Pukht at ITC Windsor promises a regal dining experience, bringing to life the intricate nuances of Awadhi cuisine through meticulously crafted slow-cooked recipes. Winner of the Times Food guide Award for Best North Indian Restaurant and Food Lovers Food Guide Award for Best North Indian Restaurant 2011. The refined culture of courtly dining has been elevated to a sublime art at this fine dining Indian restaurant offering the grand cuisine of India in an ambience that is truly regal.",Vegetarian Friendly Vegan Options Halal Gluten Free Options,Kabobs Prawns Lamb Fish Paneer Roti                  ,Reservations Private Dining Seating Parking Available Validated Parking Valet Parking Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service                 ,12.99,77.59,"25 Windsor Square Golf Course Road, ITC Windsor, 560052",Lunch Dinner    ,338.0,+91 80 6140 2610,5993.0,25.0,5.0,4.78
Big Pitcher,"Old Airport Road LR Arcade, #4121/P, HAL 2nd Stage, Ward 88, Bengaluru 560008 India",India,560008,Karnataka,Brew Pub Bar International Barbecue European    ,"Big Pitcher is a destination that houses a microbrewery, pub, disco, rooftop dining, barbecue restaurant and a fine dining restaurant. From crafting the finest beers to serving gourmet dishes to Unlimited BBQ Buffet to pulsating music at the discotheque to a romantic rooftop fine-dining experience, Big Pitcher has it all for Bangalore’s hip and discerning crowd.",Vegetarian Friendly Vegan Options Gluten Free Options ,Juice & Smoothies Pasta Burger Salad Wings Chili Nachos Curry Prawns Beef Lamb Pesto Fish Pork Paneer         ,Takeout Reservations Outdoor Seating Buffet Private Dining Seating Parking Available Validated Parking Valet Parking Television Highchairs Available Serves Alcohol Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Free Wifi Accepts Credit Cards Table Service Live Music       ,12.96,77.65,"Old Airport Road, LR Arcade, #4121/P, HAL 2nd Stage, Ward 88, 560008",Lunch Dinner Late Night Drinks  ,378.0,+91 95909 05000,5993.0,134.0,4.0,3.81
The White Room,"33 Church Street, Bengaluru 560001 India",India,560001,Karnataka,Cafe European British      ,,Vegetarian Friendly Vegan Options  ,Salad                       ,Reservations Seating Table Service                          ,12.98,77.6,"33 Church Street, 560001",Breakfast Lunch Dinner Brunch  ,33.0,+91 80 4965 3525,5993.0,480.0,4.0,3.25
The London Curry House,"The London Curry House #19/2 Kumara Park East Rest House Crescent Road Gandhi Nagar, Bengaluru 560001 India",India,560001,Karnataka,Chinese Indian       ,,Vegetarian Friendly Vegan Options  ,Ice Cream Curry Paneer Roti                    ,Reservations Outdoor Seating Seating Valet Parking Highchairs Available Wheelchair Accessible Free Wifi Table Service                     ,12.99,77.58,"The London Curry House #19/2 Kumara Park East Rest House Crescent Road, Gandhi Nagar, 560001",Lunch Dinner Brunch   ,141.0,+91 77097 55188,5993.0,203.0,4.0,3.59
Taiki,"100 100 100 Feet Road Indiranagar, Bengaluru 560038 India",India,560038,Karnataka,Japanese Sushi Asian Thai Korean    ,"Asian fusion restaurant with a modern decor serving street-style Japanese, Korean & Thai food. Ramen, Katsu, Sushi, Bao, Gyoza and lots more!",Vegetarian Friendly Vegan Options  ,Noodle Crab Dumplings Shrimp Tempura Ramen Salad Chili Salmon Tuna Prawns Lamb Gyoza Fish          ,Reservations Seating Street Parking Accepts Credit Cards Table Service                        ,12.98,77.64,"100 100 100 Feet Road, Indiranagar, 560038",Lunch Dinner    ,36.0,+91 80 4370 3820,5993.0,397.0,4.5,3.29
The Punjabi Rasoi,"1082 14th Main 3rd Sector, HSR Layout, Bengaluru 560102 India",India,560102,Karnataka,Indian Asian       ,,Vegetarian Friendly Vegan Options  ,Tandoori Chicken Curry Paneer Roti                    ,Delivery Takeout Reservations Seating Table Service                        ,12.91,77.64,"1082 14th Main, 3rd Sector, HSR Layout, 560102",Lunch Dinner    ,171.0,+91 80 2572 0999,5993.0,265.0,4.0,3.44
Gramin,"20-21, Raheja Arcade, 7th Block Koramangala, Opposite Vodafone Office, Opposite Mega Mart, Bengaluru 560095 India",India,560095,Karnataka,Indian Asian       ,,Vegetarian Friendly Vegan Options  ,Curry Paneer Thali Roti                    ,Delivery Takeout Seating Table Service                         ,12.93,77.61,"20-21, Raheja Arcade, 7th Block, Koramangala, Opposite Vodafone Office, Opposite Mega Mart, 560095",Lunch Dinner Brunch Late Night  ,265.0,+91 80 4110 4104,5993.0,211.0,4.0,3.56
URU Brewpark,"Maratt Estate, Bannerghatta Main Rd, Dollar Layout, J. P. Nagar, Bengaluru 560076 India",India,560076,Karnataka,Indian Brew Pub Bar Asian     ,"Spread over 1.5 acres of lush greenery, we are a multi cuisine Restaurant in a Park, with an attached brewery.",Vegetarian Friendly Vegan Options  ,Pasta Pesto                      ,Takeout Reservations Outdoor Seating Valet Parking Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Table Service                    ,12.89,77.6,"Maratt Estate, Bannerghatta Main Rd, Dollar Layout, J. P. Nagar, 560076",Lunch Dinner Drinks   ,52.0,+91 63663 85623,5993.0,529.0,3.5,3.23
Sattvam,"35 Sankey Road Opp Shell Petrol Bunk, Bengaluru 560080 India",India,560080,Karnataka,Indian Asian       ,,Vegetarian Friendly Vegan Options Gluten Free Options ,Juice & Smoothies Noodle Pasta Salad Curry Pesto Cakes Paneer Roti               ,Reservations Buffet Seating Parking Available Validated Parking Valet Parking Highchairs Available Wheelchair Accessible Table Service                    ,13.01,77.58,"35 Sankey Road, Opp Shell Petrol Bunk, 560080",Lunch Dinner Brunch   ,359.0,+91 80 2360 8000,5993.0,126.0,4.0,3.83
Mainland China,"14 Church Street First Floor, Bengaluru 560001 India",India,560001,Karnataka,Chinese Asian Cantonese Szechuan Shanghai Hong Kong   ,,Vegetarian Friendly Vegan Options  ,Noodle Crab Dim Sum Dumplings Salad Chili Curry Prawns Duck Lamb Fried rice Fish Kimchi           ,Delivery Takeout Reservations Buffet Seating Valet Parking Serves Alcohol Table Service                     ,12.98,77.6,"14 Church Street, First Floor, 560001",Lunch Dinner Late Night   ,478.0,+91 80 2559 7722,5993.0,143.0,4.0,3.78
Jalpaan Restaurant,"No. 539-49, 9th Cross, 7th Block, Kanakpur Main Road, Jayanagar Opposite Nethradam Hospital, Bengaluru 560082 India",India,560082,Karnataka,Indian International Asian      ,,Vegetarian Friendly Vegan Options  ,Pasta Fondue Pesto Paneer Thali Roti                  ,Delivery Takeout Reservations Seating Table Service                        ,12.93,77.58,"No. 539-49, 9th Cross, 7th Block, Kanakpur Main Road, Jayanagar, Opposite Nethradam Hospital, 560082",Lunch Dinner    ,81.0,+91 80 2676 1992,5993.0,372.0,4.0,3.32
Church Street Social,"Church St 46/1 Cobalt Building, Bengaluru 560001 India",India,560001,Karnataka,Indian Bar International      ,"Church Street SOCIAL is the favourite hangout spot of youth in Bengaluru. It transforms from an all-day café serving great food, coffee, and cocktails to a co-working space to a high energy bar when work hours end! Church Street SOCIAL is designed to take you offline while keeping you connected, striking the perfect balance between work x play. It serves up delicious #eats including chicken wings, loaded nachos, paired with some mouth-watering drinks. It is a representation of Church Street, from the pin code to the décor and works as a second home, workplace, and hangout, all wrapped up in one mind-blowing experience.",Vegetarian Friendly Vegan Options  ,Burger Salad Pancakes Wings Nachos Toasts Lamb Fish Paneer               ,Reservations Television Serves Alcohol Full Bar Wine and Beer Family style Sports bars                      ,12.98,77.6,"Church St 46/1, Cobalt Building, 560001",Lunch Dinner Drinks   ,376.0,+91 80 4051 5253,5993.0,115.0,4.0,3.9
